181,915000007626569896,重庆威尔建设工程造价咨询有限责任公司,李勇,重庆市,001607220057353975,
182,91500102762678221F,重庆大嘉工程咨询有限公司,谢松,重庆市,001607220057328041,
183,91500230774874596L,重庆华丰建筑工程招标代理有限公司,张明忠,重庆市,001607220057341172,
184,91520000722109905K,贵州弘典工程建设咨询有限公司,刘勤,贵州省,001607220057343620,
186,91320411739431781U,常州国联佳信造价师事务所有限公司,吴爱琴,江苏省,001607220057268993,
192,91450000718881636P,广西科联招标中心,马铭真,广西壮族自治区,001607220057259634,
211,911100001000027329,中国核电工程有限公司,卢洪早,北京市,001607220057227638,
212,91220101MA13XXW994,吉林省吉润工程咨询有限公司,王利忠,吉林省,001607220057281103,
213,91320506771510236A,苏州建龙工程建设咨询有限公司,俞向龙,江苏省,001607220057280552,
214,913701027731908891,山东中达联工程咨询有限公司,赵云,山东省,001607220057361248,
215,91130503741524784F,河北佳丁建设项目招标咨询有限公司,李冬羽,河北省,001607220057256929,
216,911401007701010435,中招辰丰达招标有限公司,乔鹏飞,山西省,001607220057306618,
217,914401157142906609,广东穗芳工程管理科技有限公司,许四海,广东省,001607220057197269,
218,91330502766430901K,湖州江南工程咨询有限公司,陆虎林,浙江省,001607220057344109,
219,913601047633651200,江西省修江水利电力勘察设计有限责任公司,章文兵,江西省,001607220057320090,
220,,兰溪正大开泰工程咨询有限公司,胡建其,浙江省,001607220057208697,
221,913706007648141007,山东同舟工程咨询有限公司,李瑜,山东省,001607220057357048,
222,913701035567278113,山东省鲁建工程项目管理有限公司,刘正阳,山东省,001607220057356337,
223,91360100158311618F,江西省建设工程咨询有限公司,孙树梅,江西省,001607220057367856,
224,915201007753169086,贵州新阳光工程招标咨询有限公司,马云玲,贵州省,001607220057309841,
225,916201047565619839,甘肃四海工程建设监理有限公司,王耀,甘肃省,001607220057251886,
226,91410800766248659X,河南正坤建设工程咨询有限公司,孙青梅,河南省,001607220057237623,
227,914102027571180783,开封市招标采购服务有限公司,史健,河南省,001607220057241455,
228,,南丰县琴律建设工程造价咨询有限公司,徐水云,江西省,001607220057235887,
229,91510000699171291F,四川旭日工程项目管理有限公司,李冬梅,四川省,001607220057270606,
230,91370827765761266Q,济宁市金信建设工程招标代理有限公司,郭朋,山东省,001607220057335873,
231,91510000687918239C,四川兴投城建建设项目管理有限公司,程久旭,四川省,001607220057244864,
232,91110102101142278D,北京华联电力工程监理有限公司,刘志刚,北京市,001607220057260878,
233,91410100740708741A,河南省朝阳建筑设计有限公司,曹成委,河南省,001607220057243575,
